0.0;11.0;0
4.0;61.0;0
11.0;61.0;1
13.0;71.0;0
11.0;41.0;1
9.0;51.0;0
0.0;1.0;0
12.0;41.0;0
5.0;1.0;1
4.0;101.0;0
0.0;41.0;0
14.0;81.0;0
7.0;81.0;0
2.0;81.0;0
13.0;101.0;0
1.0;41.0;0
5.0;11.0;0
5.0;61.0;0
3.0;31.0;0
12.0;31.0;0
9.0;41.0;0
8.0;11.0;0
13.0;71.0;0
5.0;61.0;0
2.0;61.0;0
9.0;101.0;0
5.0;81.0;0
9.0;51.0;0
4.0;41.0;0
10.0;111.0;0
1.0;1.0;0
9.0;21.0;0
8.0;91.0;0
1.0;91.0;0
12.0;51.0;0
6.0;61.0;0
0.0;71.0;0
14.0;91.0;0
11.0;91.0;1
12.0;11.0;0
4.0;81.0;0
4.0;111.0;0
4.0;1.0;0
4.0;101.0;0
5.0;31.0;0
8.0;11.0;0
7.0;111.0;1
5.0;21.0;0
11.0;91.0;0
3.0;81.0;0
13.0;91.0;0
2.0;101.0;0
10.0;11.0;0
11.0;21.0;0
6.0;91.0;0
14.0;31.0;0
3.0;41.0;0
11.0;21.0;0
2.0;41.0;1
14.0;41.0;0
10.0;21.0;1
4.0;1.0;0
15.0;61.0;0
2.0;21.0;0
5.0;61.0;0
15.0;111.0;0
14.0;21.0;0
0.0;41.0;0
9.0;111.0;0
0.0;81.0;0
8.0;81.0;0
8.0;11.0;0
6.0;1.0;1
4.0;91.0;0
3.0;1.0;1
15.0;1.0;1
11.0;11.0;1
1.0;41.0;0
9.0;21.0;0
10.0;71.0;0
15.0;51.0;0
11.0;91.0;0
0.0;71.0;0
15.0;11.0;0
0.0;21.0;0
13.0;71.0;0
1.0;61.0;0
4.0;31.0;0
15.0;91.0;0
4.0;61.0;0
6.0;101.0;1
13.0;1.0;1
3.0;81.0;0
12.0;111.0;0
7.0;101.0;0
6.0;21.0;0
1.0;1.0;0
0.0;111.0;0
5.0;71.0;0
1.0;81.0;0
5.0;51.0;0
3.0;21.0;1
13.0;101.0;0
8.0;111.0;0
2.0;81.0;0
7.0;91.0;1
11.0;51.0;0
12.0;1.0;0
6.0;71.0;0
10.0;101.0;1
9.0;31.0;0
6.0;71.0;0
5.0;56.0;0
1.0;41.0;0
4.0;61.0;0
14.0;41.0;0
6.0;71.0;0
7.0;98.0;1
11.0;51.0;0
8.0;46.0;0
9.0;46.0;0
10.0;71.0;0
2.0;71.0;1
15.0;56.0;0
12.0;36.0;0
13.0;71.0;0
3.0;36.0;0
5.0;6.0;0
1.0;33.0;0
4.0;53.0;0
14.0;9.0;0
6.0;53.0;0
7.0;99.0;0
11.0;45.0;0
8.0;38.0;0
9.0;1.0;0
10.0;63.0;0
2.0;75.0;0
15.0;43.0;0
12.0;23.0;0
13.0;62.0;0
3.0;26.0;0
