1.0;10.0;1
2.0;10.0;1
15.0;10.0;1
4.0;10.0;1
8.0;10.0;1
13.0;10.0;1
7.0;10.0;1
5.0;10.0;1
11.0;10.0;1
10.0;10.0;1
9.0;10.0;1
0.0;10.0;1
6.0;10.0;1
14.0;10.0;1
3.0;10.0;1
12.0;10.0;1
1.0;17.0;1
2.0;17.0;1
15.0;17.0;1
4.0;17.0;1
8.0;17.0;1
13.0;17.0;1
7.0;17.0;1
5.0;17.0;1
11.0;17.0;1
10.0;17.0;1
9.0;17.0;1
0.0;17.0;1
6.0;17.0;1
14.0;17.0;1
3.0;17.0;1
12.0;17.0;1
12.0;27.0;1
1.0;27.0;1
2.0;27.0;1
15.0;27.0;1
4.0;27.0;0
8.0;27.0;1
13.0;27.0;1
7.0;27.0;1
5.0;27.0;1
11.0;27.0;1
10.0;27.0;1
9.0;27.0;1
0.0;27.0;1
6.0;27.0;1
14.0;27.0;1
3.0;27.0;1
12.0;47.0;1
1.0;47.0;1
2.0;47.0;1
15.0;47.0;1
4.0;21.0;0
8.0;47.0;1
13.0;47.0;1
7.0;47.0;1
5.0;47.0;1
11.0;47.0;1
10.0;47.0;1
9.0;47.0;1
0.0;47.0;1
6.0;47.0;1
14.0;47.0;1
3.0;47.0;1
